1540,0.659,0.324,
1550,0.665,0.325,
1560,0.662,0.327,
1570,0.666,0.33,
1580,0.663,0.333,
1590,0.664,0.332,
1600,0.665,0.339,
1610,0.654,0.337,
1620,0.662,0.336,
1630,0.664,0.338,
1640,0.663,0.347,
1650,0.664,0.349,
1660,0.663,0.341,
1670,0.663,0.345,
1680,0.664,0.351,
1690,0.658,0.346,
1700,0.653,0.352,
1710,0.66,0.356,
1720,0.657,0.361,
1730,0.662,0.355,
1740,0.66,0.359,
1750,0.66,0.362,
1760,0.654,0.362,
1770,0.664,0.374,
1780,0.665,0.363,
1790,0.668,0.364,
1800,0.666,0.371,
1810,0.658,0.371,
1820,0.666,0.373,
1830,0.665,0.381,
1840,0.665,0.368,
1850,0.665,0.372,
1860,0.663,0.374,
1870,0.663,0.378,
1880,0.664,0.38,
1890,0.666,0.377,
1900,0.665,0.379,
1910,0.664,0.385,
1920,0.664,0.384,
1930,0.664,0.384,
1940,0.663,0.388,
1950,0.665,0.384,
1960,0.656,0.394,
1970,0.654,0.396,
1980,0.654,0.43,
1990,0.664,0.397,
2000,0.662,0.394,
2010,0.663,0.401,
2020,0.655,0.403,
2030,0.664,0.416,
2040,0.662,0.404,
2050,0.663,0.409,
2060,0.663,0.403,
2070,0.652,0.412,
2080,0.663,0.411,
2090,0.663,0.417,
2100,0.663,0.426,
2110,0.661,0.411,
2120,0.665,0.41,
2130,0.663,0.414,
2140,0.664,0.413,
2150,0.665,0.425,
2160,0.664,0.425,
2170,0.663,0.422,
2180,0.664,0.425,
2190,0.659,0.429,
2200,0.664,0.437,
2210,0.664,0.433,
2220,0.664,0.426,
2230,0.667,0.429,
2240,0.664,0.436,
2250,0.661,0.439,
2260,0.663,0.441,
2270,0.653,0.444,
2280,0.668,0.439,
2290,0.661,0.454,
2300,0.662,0.437,
2310,0.652,0.446,
2320,0.661,0.441,
2330,0.662,0.445,
2340,0.662,0.452,
2350,0.66,0.453,
2360,0.651,0.454,
2370,0.662,0.458,
2380,0.66,0.473,
2390,0.654,0.463,
2400,0.655,0.475,
2410,0.658,0.468,
2420,0.659,0.469,
2430,0.658,0.46,
2440,0.661,0.465,
2450,0.661,0.468,
2460,0.658,0.481,
2470,0.661,0.471,
2480,0.66,0.475,
2490,0.663,0.469,
2500,0.663,0.467,
2510,0.663,0.472,
2520,0.662,0.477,
2530,0.701,0.484,
2540,0.665,0.481,
2550,0.661,0.492,
2560,0.659,0.493,
2570,0.661,0.493,
2580,0.665,0.5,
2590,0.655,0.503,
2600,0.661,0.493,
2610,0.662,0.495,
2620,0.662,0.496,
2630,0.664,0.502,
2640,0.664,0.505,
2650,0.662,0.501,
2660,0.655,0.507,
2670,0.665,0.499,
2680,0.664,0.505,
2690,0.662,0.512,
2700,0.66,0.511,
2710,0.663,0.518,
2720,0.662,0.519,
2730,0.66,0.519,
2740,0.655,0.517,
2750,0.655,0.518,
2760,0.658,0.519,
2770,0.664,0.523,
2780,0.664,0.527,
2790,0.652,0.52,
2800,0.664,0.536,
2810,0.664,0.521,
2820,0.656,0.522,
2830,0.661,0.542,
2840,0.662,0.534,
2850,0.662,0.529,
2860,0.658,0.54,
2870,0.656,0.554,
2880,0.658,0.555,
2890,0.665,0.558,
2900,0.661,0.547,
2910,0.66,0.569,
2920,0.66,0.561,
2930,0.664,0.562,
2940,0.658,0.567,
2950,0.66,0.564,
2960,0.661,0.562,
2970,0.67,0.565,
2980,0.661,0.565,
2990,0.66,0.571,
3000,0.66,0.568,
3010,0.662,0.572,
3020,0.659,0.576,
3030,0.662,0.624,
3040,0.66,0.572,
3050,0.662,0.56,
3060,0.664,0.563,
3070,0.664,0.559,
3080,0.665,0.568,
3090,0.662,0.571,
3100,0.66,0.571,
3110,0.661,0.576,
3120,0.665,0.579,
3130,0.662,0.577,
3140,0.664,0.576,
3150,0.663,0.573,
3160,0.658,0.585,
3170,0.661,0.586,
3180,0.662,0.586,
3190,0.663,0.594,
3200,0.661,0.586,
3210,0.655,0.584,
3220,0.66,0.586,
3230,0.661,0.593,
3240,0.655,0.588,
3250,0.662,0.59,
3260,0.661,0.593,
3270,0.66,0.599,
3280,0.654,0.596,
3290,0.662,0.599,
3300,0.671,0.61,
3310,0.659,0.597,
3320,0.663,0.599,
3330,0.657,0.609,
3340,0.663,0.619,
3350,0.656,0.615,
3360,0.663,0.611,
3370,0.662,0.615,
3380,0.664,0.615,
3390,0.656,0.606,
3400,0.659,0.63,
3410,0.663,0.623,
3420,0.659,0.637,
3430,0.658,0.643,
3440,0.664,0.636,
3450,0.661,0.628,
3460,0.658,0.633,
3470,0.666,0.635,
3480,0.671,0.653,
3490,0.663,0.627,
3500,0.663,0.643,
3510,0.693,0.639,
3520,0.663,0.633,
3530,0.662,0.643,
3540,0.662,0.645,
3550,0.659,0.647,
3560,0.659,0.649,
3570,0.661,0.643,
3580,0.672,0.643,
3590,0.66,0.638,
3600,0.662,0.651,
3610,0.662,0.652,
3620,0.663,0.647,
3630,0.661,0.658,
3640,0.659,0.656,
3650,0.66,0.66,
3660,0.663,0.659,
3670,0.66,0.667,
3680,0.665,0.654,
3690,0.659,0.668,
3700,0.66,0.665,
3710,0.659,0.673,
3720,0.659,0.675,
3730,0.659,0.67,
3740,0.665,0.689,
3750,0.661,0.688,
3760,0.659,0.676,
3770,0.657,0.676,
3780,0.66,0.689,
3790,0.662,0.703,
3800,0.658,0.682,
3810,0.658,0.693,
3820,0.661,0.691,
3830,0.658,0.688,
3840,0.659,0.696,
3850,0.659,0.695,
3860,0.661,0.701,
3870,0.664,0.694,
3880,0.668,0.697,
3890,0.662,0.714,
3900,0.659,0.71,
3910,0.66,0.709,
3920,0.659,0.708,
3930,0.658,0.71,
3940,0.659,0.708,
3950,0.66,0.713,
3960,0.697,0.712,
3970,0.655,0.72,
3980,0.662,0.715,
3990,0.661,0.714,
4000,0.659,0.718,
4010,0.655,0.722,
4020,0.661,0.724,
4030,0.66,0.729,
4040,0.675,0.725,
4050,0.664,0.727,
4060,0.659,0.729,
4070,0.661,0.734,
4080,0.659,0.729,
4090,0.659,0.735,
4100,0.659,0.733,
4110,0.66,0.748,
4120,0.667,0.744,
4130,0.659,0.746,
4140,0.664,0.741,
4150,0.659,0.748,
4160,0.659,0.741,
4170,0.66,0.748,
4180,0.659,0.744,
4190,0.667,0.749,
4200,0.66,0.749,
4210,0.66,0.753,
4220,0.661,0.761,
4230,0.659,0.752,
4240,0.659,0.752,
4250,0.66,0.756,
4260,0.66,0.757,
4270,0.659,0.754,
4280,0.66,0.755,
4290,0.652,0.766,
4300,0.661,0.772,
4310,0.662,0.76,
4320,0.665,0.775,
4330,0.66,0.764,
4340,0.659,0.787,
4350,0.658,0.801,
4360,0.658,0.79,
4370,0.658,0.765,
4380,0.659,0.846,
4390,0.659,0.798,
4400,0.663,0.785,
4410,0.653,0.778,
4420,0.662,0.785,
4430,0.664,0.771,
4440,0.66,0.803,
4450,0.664,0.793,
4460,0.668,0.796,
4470,0.661,0.808,
4480,0.66,0.793,
4490,0.662,0.787,
4500,0.662,0.799,
4510,0.663,0.788,
4520,0.659,0.805,
4530,0.661,0.802,
4540,0.659,0.801,
4550,0.666,0.814,
4560,0.659,0.795,
4570,0.662,0.806,
4580,0.664,0.812,
4590,0.664,0.811,
4600,0.661,0.815,
4610,0.659,0.818,
4620,0.664,0.81,
4630,0.658,0.818,
4640,0.66,0.822,
4650,0.659,0.823,
4660,0.664,0.818,
4670,0.658,0.828,
4680,0.661,0.83,
4690,0.66,0.831,
4700,0.659,0.823,
4710,0.679,0.822,
4720,0.66,0.826,
4730,0.659,0.834,
4740,0.665,0.838,
4750,0.66,0.832,
4760,0.691,0.876,
4770,0.658,0.832,
4780,0.66,0.838,
4790,0.713,0.864,
4800,0.657,0.854,
4810,0.661,0.864,
4820,0.662,0.848,
4830,0.66,0.848,
4840,0.662,0.85,
4850,0.66,0.851,
4860,0.665,0.882,
4870,0.667,0.864,
4880,0.66,0.841,
4890,0.66,0.86,
4900,0.664,0.85,
4910,0.662,0.858,
4920,0.656,0.856,
4930,0.66,0.857,
4940,0.659,0.858,
4950,0.66,0.861,
4960,0.659,0.867,
4970,0.66,0.861,
4980,0.659,0.876,
4990,0.66,0.885,
5000,0.658,0.87,
